batch_size,lr,num_neurons_pos,num_hidden_layers_pos,num_neurons_neg,num_hidden_layers_neg,value
441,0.002340799223512,259,7,159,4,-0.001885769705987
534,0.002721668923255,1066,3,660,7,-0.001894271335332
902,0.006423125581149,443,7,76,10,-0.001896937140264
497,0.00156709781785,506,9,781,9,-0.001907727996586
528,0.001781226199876,1448,4,28,9,-0.001918376992689
651,0.007406448662991,281,8,95,6,-0.001929263547063
538,0.007101947744342,58,3,385,2,-0.001948249710258
491,0.003895992228183,461,8,578,1,-0.00195322126965
314,0.002427725899216,1043,1,607,4,-0.001954840717372
334,0.002265945190183,994,2,565,6,-0.001962161430856
612,0.003503500086395,566,9,148,8,-0.001972104483284
743,0.005151315700875,372,9,826,5,-0.001990828887792
415,0.003976480091224,229,6,455,4,-0.001998482979834
636,0.004228365472573,223,7,763,7,-0.002018169328803
726,0.007951484857292,47,2,423,5,-0.002024119672133
367,0.001677151386397,1137,7,1429,6,-0.00203073137207
958,0.008757355863828,1274,2,142,4,-0.002044315672247
304,0.00125923368273,773,5,1201,5,-0.002046447787434
423,0.00334483633357,547,8,581,4,-0.002055942716543
742,0.003025464056756,40,2,992,6,-0.002056520825718
770,0.009044641626916,312,2,1212,2,-0.002058121553855
486,0.004111584273528,97,7,464,2,-0.002063887371914
941,0.00953433138669,169,10,27,8,-0.00206475168583
535,0.001381679831463,854,8,66,9,-0.002091436097398
586,0.00210379128458,151,5,1000,8,-0.002109584707068
883,0.002757409813932,35,9,1370,2,-0.002114502040204
459,0.005483312334986,845,3,209,4,-0.002125567049952
308,0.005735211051767,1004,2,824,2,-0.00214152877219
434,0.001902560110391,326,7,198,9,-0.002150676746387
302,0.003228717404245,1389,3,1394,1,-0.00217102553579
998,0.005352721659546,47,8,1439,2,-0.002174440087983
828,0.000370901509413,799,8,44,1,-0.002177184903994
564,0.003862593089042,888,4,550,5,-0.00219147787313
875,0.002574981173533,1270,6,765,4,-0.002196348294383
682,0.003001543745335,435,1,1466,6,-0.00219845861895
616,0.00339208377169,689,7,47,3,-0.002200545503292
593,0.008065570898793,460,4,202,5,-0.002214767191326
575,0.001967925681685,788,8,60,2,-0.002221530515235
688,0.006596610624838,666,5,383,5,-0.00224140532664
477,0.006558366483664,263,6,97,4,-0.002249059887836
607,0.009002474661939,59,5,237,5,-0.002277249232866
699,0.001329159441595,689,8,1144,4,-0.002288069707574
699,0.000705662888166,1470,7,624,3,-0.002288877274841
758,0.008691841773551,596,5,372,5,-0.002299237929983
606,0.001279866386932,130,6,695,10,-0.00231601450243
334,0.00176245016387,104,4,1308,4,-0.002323277392425
502,0.004391654303792,151,2,409,10,-0.002329919454642
806,0.009846755460928,252,3,85,5,-0.002335506518139
742,0.002462433004041,407,7,1191,7,-0.002359810655471
620,0.005946899705294,315,6,934,3,-0.002365288229194
664,0.009601767998378,847,3,251,8,-0.002399513776181
885,0.005508816304349,1266,4,27,2,-0.002423488099594
805,0.00313775609948,1004,8,670,7,-0.002434217447881
549,0.002971087632573,1385,3,1117,6,-0.002447094488889
323,0.003929092573857,1107,2,337,8,-0.002451148391701
420,0.000351862180892,254,5,164,8,-0.002454389412887
594,0.009551458491301,237,7,221,10,-0.002480223844759
314,0.002975429047659,954,4,1409,3,-0.002482475047
904,0.008279939597509,345,2,1439,2,-0.002504217845853
344,0.000685014043384,99,5,1479,3,-0.002510931093711
600,0.003664372354368,695,7,554,2,-0.00252233121777
867,0.006619811449383,1199,2,829,4,-0.002527362423716
716,0.007080677177945,1077,2,658,5,-0.002550616548397
994,0.004823208576797,507,10,640,1,-0.002565146429697
215,0.001086827797679,1324,4,1435,4,-0.002576085485052
350,0.002339117757914,166,10,475,5,-0.002582676429302
333,0.005813742352946,553,4,193,5,-0.002629069683608
396,0.001577737462301,88,8,919,4,-0.002630112473853
463,0.007575287613176,144,9,141,4,-0.002634453035425
465,0.000480683866532,699,6,131,7,-0.00263613672927
896,0.008641757509626,520,3,1265,2,-0.002645627252059
485,0.009330708677109,1242,1,559,3,-0.002650513963308
768,0.008560834288816,201,2,1039,3,-0.00267118511023
422,0.007204418101748,114,6,656,1,-0.002716706595384
195,7.73298184982436E-05,422,3,967,5,-0.002719424553216
749,0.004918084890389,486,9,445,8,-0.002772103436291
166,0.000177230727211,480,4,973,4,-0.002816222321708
501,0.00603861315237,545,3,989,5,-0.002821204434149
371,0.000952084935286,66,4,740,9,-0.002826053039171
333,0.007180251347613,71,4,268,3,-0.00287243813742
518,0.002093423519642,232,8,743,3,-0.002876077841502
409,0.005451491146111,228,7,1459,1,-0.00288512998959
547,0.001068428127275,54,6,1421,10,-0.002948295767419
720,0.007206591748597,254,7,1265,3,-0.002981748597231
552,0.003917696288659,117,9,1346,4,-0.00300954812672
907,0.00364756044909,858,8,531,2,-0.003030831279466
191,0.002782127342501,885,3,893,5,-0.003062619308475
179,0.002483825462642,1346,4,474,4,-0.00309619513806
931,0.005414052197844,1439,3,1363,1,-0.003097399051767
815,0.006521228640397,380,7,1054,3,-0.003116135480814
476,0.004837250324119,343,3,840,3,-0.003143208387773
171,0.001143169634381,594,5,397,4,-0.003164455723017
444,0.007600109561154,135,2,365,7,-0.003190234575886
156,0.00090496961228,1488,1,1297,3,-0.00319905951852
442,0.007551302292596,200,4,886,4,-0.003204951526131
442,0.004302373599813,869,4,434,10,-0.003215343342163
725,0.004844782667067,1203,5,337,8,-0.003233565515839
150,0.000378613246936,1011,3,299,6,-0.00323694619583
251,0.004084222559016,450,3,668,6,-0.003261199414264
226,0.003933179068059,543,1,473,9,-0.003289511096664
398,0.003740762346745,211,3,1187,4,-0.003293826938607
403,0.001332472393283,907,8,1317,9,-0.003362151412293
166,0.000216754659522,566,4,142,3,-0.003416979813483
555,0.009971359240203,311,5,507,6,-0.003418675237335
478,0.008767421510217,68,6,530,4,-0.003420508287381
263,0.009164815247758,217,3,381,4,-0.003442166952882
140,0.000500740638448,121,3,819,2,-0.003503883308731
423,0.009286616100124,346,2,371,5,-0.003507518293336
826,0.002073077907587,357,9,1492,6,-0.003515227430034
422,0.002860498193394,100,4,1429,6,-0.003562804593239
526,0.0018318342241,1241,8,66,5,-0.003581527776551
390,0.008185848951038,296,3,308,7,-0.003587234218139
485,0.005877416033537,316,10,174,6,-0.003592258745339
167,0.003540225390079,167,5,210,2,-0.003615422695875
310,0.005358588226157,1160,2,22,8,-0.00362216373207
877,0.002646448033064,1426,3,481,5,-0.003630603307392
516,0.006553314125906,664,6,659,3,-0.00367096603848
805,0.005507384832137,1091,6,48,3,-0.003674039603211
639,0.003639512870532,738,9,1040,2,-0.003702245720197
734,0.005413262086665,859,6,1395,3,-0.003737484076992
664,0.002149456631598,22,8,276,6,-0.003738234916236
692,0.005337461146798,779,8,190,3,-0.003856482158881
837,0.008862694009267,510,3,1452,2,-0.00391371919075
656,0.00209651687911,1337,8,1037,1,-0.003925712220371
248,0.009548583728454,295,3,481,2,-0.003952566725202
201,0.000945505764092,944,5,69,4,-0.003973282286897
317,0.00256994437919,54,8,1270,1,-0.003975767192896
206,0.002620995957443,539,2,1248,6,-0.003989411243238
704,0.008802440940153,782,3,667,3,-0.004064825251698
806,0.006498521567581,522,9,1284,2,-0.004117108988576
108,0.000121054162038,751,9,185,1,-0.004142208478879
859,0.005974157657973,1099,6,816,2,-0.004166684071533
362,0.004930643494686,390,2,905,4,-0.004169714434538
205,0.001990548226725,1275,4,71,6,-0.004192747969646
588,0.004175393529564,981,7,412,6,-0.004250584319234
615,0.007407550863932,380,7,1450,2,-0.004250610333402
325,0.003290235053924,517,8,1392,4,-0.004359761935193
964,0.006614809789877,1047,6,558,2,-0.004421352189966
276,0.006614180986159,1214,2,356,10,-0.004564202120528
584,0.009246273762123,584,7,60,5,-0.004591908229049
118,0.002080841494243,1089,5,205,4,-0.004640803588554
118,0.001380568785729,1439,9,582,7,-0.004701541499235
428,0.006198109264549,674,5,1036,3,-0.004735176260583
626,0.00865996900175,484,9,261,2,-0.00473544693552
113,0.003566332466751,1350,3,423,5,-0.004784874552861
877,0.002132206883203,985,6,261,3,-0.004903497220948
472,0.008749529328729,609,5,98,1,-0.004947152170353
331,0.008218449207163,421,4,668,3,-0.004997277781367
67,0.000243195036252,941,3,293,8,-0.00500253168866
122,0.001643829389495,847,8,313,5,-0.00504937027581
973,0.008645491065677,1075,5,385,2,-0.005055221556686
192,0.005576228963978,88,7,883,3,-0.005072022872046
270,0.006977079713727,150,8,937,2,-0.005074849789962
246,0.003714270056416,87,6,25,6,-0.005134437321685
111,0.003654625002806,811,5,1318,2,-0.005150186908431
119,0.00337936256654,703,4,603,7,-0.005251518348232
319,0.004891081642197,320,8,820,6,-0.005333373323083
155,0.004528774210336,234,4,209,7,-0.005349137396552
943,0.007262442245322,342,5,1037,4,-0.005354534722865
548,0.001669446870854,1407,8,602,2,-0.005370883480646
526,1E-06,1347,4,840,9,-0.005377501533367
63,0.001984104718785,741,2,119,1,-0.005495896693319
293,0.003949185779662,224,5,713,9,-0.005607968065888
76,0.001535918775537,376,2,523,7,-0.005623311004601
578,0.001507116911748,1499,10,1314,3,-0.005667716911994
104,0.00204086891896,929,6,611,7,-0.005823367456906
219,0.006283841666124,386,3,1183,2,-0.005833715493791
90,0.000822948503185,809,5,391,10,-0.005843983306549
257,0.008566905397178,408,2,214,9,-0.005967681128532
433,0.008191382984854,1367,2,899,4,-0.005990148214623
240,0.006739693611467,441,4,1256,2,-0.006037421030924
382,0.003760575821893,1026,7,1390,4,-0.006055597695522
235,0.005775804197935,1106,2,1322,3,-0.006152438470162
826,0.007700236656347,406,6,1159,4,-0.006256875218824
868,0.008541687547464,1490,3,795,1,-0.006458739363588
958,0.00802397198502,220,1,689,7,-0.006563422649633
169,0.007175209481053,518,4,37,6,-0.006646932945587
153,0.008462133290133,364,2,898,2,-0.006761673861183
146,0.002643159215109,41,4,995,2,-0.006764603033662
373,0.002700530199002,1114,5,828,6,-0.006765062767081
288,0.005761708154402,814,4,1305,2,-0.006837910972536
537,0.009174647630499,938,4,872,4,-0.0069857926853
328,0.005726651006048,595,8,740,4,-0.007085931040347
63,0.000747040329988,866,9,199,7,-0.007153890505433
991,1E-06,1419,2,1500,9,-0.007167151314206
347,0.002713162266475,1449,9,105,4,-0.007238063518889
100,0.002812332061779,298,5,121,9,-0.007256542756222
65,0.001620410951252,142,1,609,9,-0.007306531555951
259,0.002315823415194,30,9,1012,6,-0.007453764104284
313,0.004809947779681,1271,3,895,9,-0.007490228055976
470,0.009210841867397,296,3,740,6,-0.007520803506486
273,0.007219533557288,1259,2,291,7,-0.007586928145029
361,0.002521038142179,952,7,598,4,-0.007745125442743
50,1E-06,1500,1,1500,1,-0.007914650412276
162,0.003208570888406,38,9,1262,1,-0.007938501364551
164,0.007282769837491,1173,2,479,1,-0.00794291083701
84,0.001108953178363,915,10,124,9,-0.008003145093098
1000,0.007124527132721,837,5,1124,4,-0.008108878466301
50,1E-06,1426,1,1500,1,-0.008175631109625
943,0.006710250579268,439,5,1191,4,-0.008176504191943
96,0.005960285214504,275,7,920,1,-0.008260649521835
848,0.006433523129427,667,8,1062,4,-0.008326420783997
413,0.006475506002166,1213,3,782,6,-0.008539815722033
409,0.007369634529415,1227,2,720,7,-0.008727794592269
395,0.007076133579955,1009,4,1256,4,-0.010023020971566
443,0.006166366747729,107,8,988,7,-0.010027362918481
637,0.007333466429767,372,3,906,6,-0.01009548031725
900,0.004708426554582,1495,5,873,6,-0.010375399957411
339,1E-06,1284,6,939,1,-0.01051777170971
80,0.006104416137539,448,6,966,4,-0.010678749009967
280,0.006082716568365,1177,5,388,7,-0.0109315512795
50,1E-06,1208,1,643,9,-0.010999380070716
727,0.007269313141097,925,7,340,4,-0.011026498284191
347,0.003542513305349,1196,8,449,3,-0.011138087175786
222,0.004661379740256,1274,5,152,1,-0.01186086833477
179,0.005789559452009,953,4,342,5,-0.012036124244332
212,0.004879584635759,1202,6,686,4,-0.012151339352131
559,0.007690873700607,1084,6,534,2,-0.012289951005951
833,0.006260480054351,653,10,441,2,-0.012490095105022
1000,1E-06,1500,1,1339,10,-0.012500822450966
180,0.00699751039841,165,4,1250,3,-0.012656955514103
346,0.005839999546178,1057,5,1213,5,-0.012741767549887
113,0.005537177158263,1070,1,518,9,-0.012932155746967
374,0.00544185220265,1379,3,1390,5,-0.013280848478898
681,0.009924567338598,313,4,610,7,-0.013284054351971
1000,1E-06,1500,1,655,10,-0.013566212626174
391,0.002835085640949,1326,9,1148,1,-0.013825804088265
658,0.005249457144652,1111,9,222,4,-0.013866921244189
847,0.00361691419996,1284,9,228,9,-0.014115151492879
685,1E-06,1344,1,1500,1,-0.014390591550618
311,0.003725387088887,1252,9,340,5,-0.014406637456268
119,0.004849530866998,124,4,1172,5,-0.014406957430765
73,0.007969984690438,546,2,363,5,-0.014482523789629
107,0.004914544971769,122,1,941,6,-0.014699428947642
144,0.00492295196569,732,9,169,10,-0.015075090108439
88,0.002238516654455,716,8,983,9,-0.015585148306563
152,0.007030120232345,325,8,1138,5,-0.015849842494354
165,0.009559794545797,41,6,1198,2,-0.016041300101206
71,0.009383507938617,643,3,950,1,-0.016255951505154
113,0.006597811920162,181,9,1279,4,-0.016414089072496
148,0.008006017620667,527,8,855,6,-0.017252873275429
63,2.64803729861056E-06,216,2,416,8,-0.017260190378875
120,0.005141388465099,433,8,1054,4,-0.018254261333495
92,0.003834918431705,943,9,764,4,-0.020989506430924
1000,1E-06,1261,1,1500,10,-0.021699987612665
641,0.007381094749952,1486,1,592,3,-0.022263848008588
90,0.006755548492102,877,5,878,5,-0.022515639159828
813,0.001758366205863,209,9,1362,8,-0.024529269621707
143,0.005702741477381,1250,6,471,1,-0.024565496798605
70,0.008010105373153,910,4,435,9,-0.025935220010579
134,0.007578434656525,24,6,1193,4,-0.025958781335503
710,0.009704624769376,77,4,520,10,-0.026104997433722
191,0.00812570756352,663,8,417,8,-0.026493994835764
613,0.007300952008526,877,7,193,7,-0.026759081017226
758,0.004866122621553,1473,7,466,9,-0.028047770317644
638,0.004384879078947,1469,7,516,1,-0.028357212860137
510,0.009843886126005,523,8,1471,2,-0.030059523377568
607,0.005421351734725,1369,6,1069,4,-0.030148258469999
675,0.00903767622822,704,3,816,5,-0.030470670713112
724,0.007107079975891,898,2,1219,5,-0.031364876106381
996,1E-06,1259,1,1500,1,-0.033122949451208
543,0.0082669069049,1064,6,825,1,-0.044046147465706
593,0.008867422650713,725,5,1046,5,-0.04425191950053
538,0.006355414095412,1351,5,752,3,-0.047820712886751
547,0.00470332860976,1158,8,775,10,-0.052856474779546
422,0.009029007515606,1394,4,1358,4,-0.05454678080976
1000,1E-06,1500,1,20,1,-0.060534670799971
505,0.005161631266825,1105,8,1497,2,-0.061046874858439
127,0.007361291929234,763,6,1384,4,-0.062144753970206
715,0.009490978494332,1195,4,1314,4,-0.068496582396328
235,0.006313126048304,1462,6,1349,3,-0.111535589620471
961,0.009749409491209,461,2,1206,4,-0.113014095425606
216,0.008936676950715,708,1,1116,6,-0.151253673881292
734,0.006978128628611,1206,6,1449,4,-0.180378448814154
860,0.007628498783054,1205,6,236,2,-0.187025063633919
607,0.008828400115652,205,4,1463,5,-0.221216140091419
995,0.009500110310052,865,6,1065,3,-0.231263922601938
392,0.005655443576686,1113,8,1260,5,-0.234218187630176
687,0.008532062918292,958,7,799,4,-0.288530668318272
450,0.009127699611851,898,5,1397,5,-0.563976011574268
158,0.009810850278997,1210,5,153,7,-0.683378454446793
971,0.006410151678607,1453,6,1066,7,-0.729733317494392
482,0.007483705958605,312,1,1386,7,-1.04585530638695
951,0.00812559740287,1217,2,1450,5,-1.05368118345737
843,0.0073066345959,1452,6,1091,6,-1.26796701669693
656,0.004739742002358,565,4,1492,8,-1.73384916424751
923,0.006096129048993,44,2,1056,9,-1.83719223737717
641,0.006753410706823,1023,7,1128,4,-1.90142125606537
703,0.005734350727334,529,8,556,8,-2.21402695775032
139,0.005783591945059,130,10,1315,5,-2.74943442702293
121,0.007978885262542,546,9,363,7,-11.8898706436157
909,0.006820058765581,710,8,936,5,-19.4620970390737
141,0.007881485565593,583,4,648,9,-46.8515377044678
558,0.009041305941338,1235,2,581,10,-96.7086944580078
734,0.006255236150027,1058,8,350,3,-189.449630737305
200,0.004576130277605,482,8,1067,10,-261.799987792969
394,0.007057556109113,643,8,659,9,-333.190322875977
489,0.003946429369114,1465,7,1150,8,-374.512256077358
126,0.008950374925287,179,10,1248,6,-647.572387695313
651,0.009338947464434,676,10,1222,2,-843.527404785156
502,0.004348139353903,1309,8,1384,9,-1022.24700927734
277,0.009909496309885,681,9,527,7,-1023.150390625
724,0.005050322057211,105,7,1221,9,-1228.98168945313
797,0.007491326238599,754,6,864,9,-1265.61096191406
934,0.005430298849912,1109,9,700,3,-1346.50756835938
755,0.006952727429201,864,9,661,9,-1983.6513671875
105,0.006404583172893,918,8,980,4,-2035.08374023437
57,0.009813628038415,1126,6,89,6,-2181.3427734375
869,0.004190895053863,1136,6,1384,9,-2473.68286132812
138,0.005825091870144,1176,7,825,8,-2665.21435546875
105,0.006794595379272,893,10,1040,3,-3067.47143554687
830,0.007798408280371,870,8,191,8,-3237.06372070313
921,0.004074888904738,1369,10,800,7,-3283.26782226562
870,0.009811499355326,606,3,755,10,-3827.86401367187
285,0.007551208482741,864,9,976,6,-4048.94555664063
341,0.007704315043213,923,7,1234,7,-4869.923828125
415,0.008070070438495,1467,5,738,10,-4934.70458984375
820,0.007191027223005,172,2,1247,7,-5238.478515625
768,0.00788656588014,747,8,1199,8,-6685.63671875
580,0.009599874907416,603,10,569,10,-6913.41943359375
221,0.009822467205752,979,7,368,1,-7210.8310546875
826,0.005170480201714,1061,6,1224,9,-7631.048828125
618,0.009258930520281,608,10,91,5,-7860.912109375
998,0.00978543078814,903,5,879,8,-7913.41943359375
550,0.00499617805941,1001,4,1412,9,-8793.810546875
503,0.005931812889618,493,6,1249,8,-9209.9033203125
812,0.009589728161785,54,5,719,9,-10232.34375
443,0.009927320028446,835,4,1414,5,-10460.1357421875
853,0.007407894290112,1126,8,1420,3,-10651.5322265625
661,0.007920760599622,1363,5,1276,6,-11131.3486328125
383,0.009529397267165,781,7,1483,5,-11136.033203125
661,0.005542248059535,1165,6,1293,8,-11386.6484375
364,0.005397137416517,1366,9,1415,2,-12632.2431640625
999,0.006003934069631,1469,8,248,2,-12672.833984375
228,0.008827445732272,1055,8,607,8,-13173.9951171875
622,0.00931203319006,978,8,735,9,-13577.5771484375
723,0.007911794548955,1292,2,1328,7,-14035.7939453125
542,0.009722323066133,887,2,953,8,-14055.4287109375
910,0.01,548,2,789,10,-15958.529296875
845,0.009376584877634,107,6,1051,7,-17019.8828125
259,0.006656800983899,1158,9,933,10,-17051.59375
268,0.007698282198896,191,9,1092,9,-17663.755859375
275,0.008035073217909,551,5,1475,7,-21441.916015625
208,0.007982000244582,596,6,929,9,-21969.162109375
198,0.006449150538416,1487,8,237,9,-35907.08984375
553,0.008434984146344,748,3,968,9,-40777.56640625
890,0.005617028315395,932,9,1424,9,-45679.34765625
451,0.007817933514989,224,10,1273,9,-54648.29296875
171,0.008630239064012,1197,7,1230,9,-67365.5390625
956,0.005940024524793,1426,10,766,2,-69011.53125
460,0.007813674529403,1044,9,1242,6,-75969.9921875
489,0.008090038476761,1204,6,1372,9,-79459.96875
50,0.01,743,1,1238,8,-84027
977,0.006601677531404,1481,8,442,3,-95663.9140625
564,0.006248513111298,991,7,1361,10,-114643.4453125
549,0.008491936210604,1190,9,644,7,-121794.28125
145,0.009756222009385,1362,9,793,2,-144158.609375
856,0.007834055804794,1490,7,1492,4,-145759.390625
625,0.009803615702571,747,2,1415,8,-471262.09375
336,0.007820786039654,1464,8,208,6,-488995.78125
456,0.00839500979728,549,2,1234,10,-646488.1875
207,0.009840308248871,886,7,1195,9,-765132.75
469,0.008098165652463,734,5,1310,9,-789906.875
338,0.009369515754885,1468,9,1486,3,-1014108.1875
479,0.008472162562832,1236,10,1253,9,-1460801.375
427,0.008844562419277,1383,8,708,10,-1810501.25
588,0.008431915011579,1373,10,1123,1,-2482055.25
604,0.008729909024846,881,4,1369,10,-3450541.75
211,0.009702047125696,766,10,1067,10,-11912396
838,0.00922824680621,728,7,1346,10,-24408490
