batch_size,lr,num_neurons_pos,num_hidden_layers_pos,num_neurons_neg,num_hidden_layers_neg,normalize_mut,value
268.0,0.021104215046490522,880.0,4.0,1316.0,5.0,144587.0,-577872.1609375
491.0,0.02010908143283857,543.0,2.0,1127.0,2.0,122622.0,-18227.4284765625
906.0,0.028124968083525367,586.0,5.0,576.0,8.0,125623.0,-3937939.0
276.0,0.036851716950515104,794.0,10.0,387.0,6.0,279695.0,-28357628.0
422.0,0.01598893862798475,946.0,3.0,1358.0,6.0,834092.0,-1628799.68375
599.0,0.011367436448480988,588.0,4.0,902.0,2.0,519059.0,-14770.71447265625
210.0,0.02946163258689909,608.0,6.0,1097.0,8.0,329583.0,-26039608.0
126.0,0.01606600954469175,738.0,2.0,1213.0,4.0,752185.0,-23565.55673828125
226.0,0.042494108771845264,1199.0,7.0,890.0,9.0,414466.0,-5122954240.0
463.0,0.018651206748286287,1453.0,4.0,1135.0,8.0,931801.0,-16498629.0
50.0,0.05,380.0,10.0,20.0,1.0,10000.0,-68281640.0
962.0,0.05,883.0,1.0,20.0,1.0,1000000.0,-244499.878671875
389.0,0.04868666826722394,713.0,1.0,20.0,1.0,1000000.0,-12553.664609375
50.0,0.03960542824215417,575.0,10.0,20.0,1.0,1000000.0,-83645048.0
1000.0,0.05,802.0,1.0,20.0,1.0,215967.0,-19093.41845703125
50.0,0.046407130752594915,20.0,1.0,20.0,1.0,84762.0,-13591.753291015624
804.0,0.04357118984243958,749.0,1.0,20.0,1.0,1000000.0,-16483.6500390625
1000.0,1e-05,1500.0,1.0,1500.0,1.0,1000000.0,-11183.533740234376
786.0,0.05,872.0,5.0,1055.0,6.0,647070.0,-72826304.0
271.0,0.05,229.0,2.0,20.0,1.0,10000.0,-15771.052314453125
50.0,0.04718768911132403,356.0,10.0,331.0,1.0,435544.0,-7716021.0
1000.0,1e-05,20.0,10.0,20.0,10.0,1000000.0,-60570.7432421875
50.0,1e-05,1500.0,10.0,1500.0,10.0,1000000.0,-9584.770224609376
50.0,1e-05,820.0,1.0,492.0,10.0,1000000.0,-3203.9139038085937
50.0,0.028991000182614163,921.0,1.0,20.0,1.0,1000000.0,-15741.39861328125
1000.0,1e-05,20.0,1.0,1500.0,1.0,10000.0,-74662.44828125
306.0,0.03976278225159437,121.0,10.0,352.0,1.0,431374.0,-17939.338876953127
1000.0,1e-05,1066.0,10.0,475.0,1.0,10000.0,-12056.458720703125
1000.0,0.02698991159317861,1042.0,7.0,20.0,2.0,10000.0,-3186115072.0
693.0,0.021808643266593514,1288.0,4.0,1500.0,1.0,1000000.0,-588597.98
585.0,0.0333190585673578,265.0,10.0,20.0,1.0,1000000.0,-336571.0
162.0,0.03636817161907109,795.0,2.0,20.0,2.0,1000000.0,-15759.038740234375
273.0,0.028439328869975057,945.0,2.0,20.0,1.0,404005.0,-13992.04302734375
1000.0,0.027348840174388163,292.0,10.0,1500.0,8.0,10000.0,-6693410816.0
867.0,0.02005739604728417,20.0,1.0,893.0,1.0,1000000.0,-12095.291982421875
581.0,1e-05,1500.0,1.0,20.0,1.0,1000000.0,-16430.42107421875
842.0,0.05,20.0,1.0,20.0,1.0,1000000.0,-13555.114208984374
50.0,1e-05,20.0,1.0,20.0,1.0,1000000.0,-12115.81912109375
702.0,0.0132786337692948,1338.0,10.0,1500.0,1.0,1000000.0,-9558129.0
458.0,0.03974496402452984,499.0,10.0,1136.0,1.0,1000000.0,-12466402.0
50.0,0.03820225941283084,518.0,1.0,1500.0,10.0,1000000.0,-11740450.0
731.0,0.014726643462276737,20.0,10.0,1246.0,10.0,1000000.0,-2445718.0
1000.0,0.05,933.0,1.0,780.0,9.0,1000000.0,-3028237.0
50.0,0.03940885138811281,673.0,1.0,428.0,1.0,1000000.0,-13945.1465625
212.0,0.021514162549379136,1020.0,2.0,910.0,10.0,1000000.0,-5504219.0
50.0,0.018105269616551938,1500.0,1.0,20.0,5.0,1000000.0,-5476.395766601562
299.0,0.03454119153974625,773.0,2.0,1391.0,10.0,1000000.0,-1398568448.0
75.0,0.05,132.0,10.0,1006.0,1.0,81068.0,-1299848.875
384.0,0.039027620380922085,422.0,1.0,1425.0,1.0,10000.0,-13327.163837890625
50.0,0.046800208033221165,71.0,10.0,1500.0,1.0,738339.0,-30426.80939453125
764.0,0.05,664.0,10.0,439.0,1.0,557716.0,-447765760.0
479.0,0.04187186198848301,326.0,8.0,923.0,1.0,659893.0,-2962800.0
1000.0,0.017405643389076995,295.0,10.0,946.0,5.0,824648.0,-472262.875
50.0,0.04059027029531865,302.0,4.0,1500.0,1.0,541383.0,-1851490.875
166.0,0.020164622795831855,1500.0,10.0,1500.0,1.0,37650.0,-106217560.0
314.0,0.042532780261440695,695.0,1.0,363.0,7.0,1000000.0,-1811509.125
50.0,0.02481987582335748,1500.0,10.0,483.0,1.0,902650.0,-390566016.0
1000.0,1e-05,1500.0,1.0,1108.0,1.0,22886.0,-11229.411796875
50.0,0.04077625560780415,20.0,10.0,1115.0,10.0,1000000.0,-39106316.0
364.0,0.024704541513998125,985.0,10.0,1037.0,10.0,10000.0,-721372864.0
767.0,0.025629062510708598,572.0,1.0,714.0,1.0,446224.0,-13411.982265625
905.0,0.023813012225685375,1323.0,1.0,979.0,1.0,1000000.0,-14221.3156640625
1000.0,0.007999949368687647,1500.0,1.0,20.0,10.0,1000000.0,-9479.171201171876
120.0,0.027272541562545126,20.0,1.0,20.0,10.0,1000000.0,-12437.206884765625
400.0,0.05,308.0,10.0,1009.0,1.0,287515.0,-10655870.0
417.0,0.03993872414567468,573.0,6.0,1401.0,4.0,507198.0,-29664300.0
498.0,0.03209041803575282,602.0,1.0,451.0,1.0,248982.0,-13382.83115234375
50.0,0.023372239581234338,102.0,10.0,937.0,1.0,978698.0,-13115.1535546875
824.0,0.04306560486529488,20.0,4.0,539.0,10.0,10000.0,-222852144.0
50.0,1e-05,20.0,1.0,946.0,1.0,1000000.0,-11623.708486328125
50.0,0.017386920820446173,857.0,1.0,752.0,6.0,1000000.0,-1341369.0
775.0,0.030661566639058446,758.0,4.0,738.0,1.0,499971.0,-377859.14421875
1000.0,1e-05,20.0,9.0,530.0,2.0,227622.0,-45238.766796875
1000.0,0.025238880706500346,20.0,1.0,437.0,2.0,1000000.0,-12915.3186328125
50.0,0.05,20.0,10.0,1238.0,10.0,10000.0,-158276976640.0
415.0,1e-05,20.0,1.0,1500.0,10.0,178027.0,-50628.4283203125
374.0,0.05,20.0,1.0,1500.0,8.0,10000.0,-57888997376.0
563.0,1e-05,1500.0,10.0,20.0,10.0,10000.0,-16429.26548828125
161.0,1e-05,1500.0,10.0,1500.0,8.0,1000000.0,-11845.461533203124
626.0,0.03787649557620031,937.0,1.0,20.0,9.0,10000.0,-18514.4836328125
206.0,1e-05,1500.0,10.0,20.0,8.0,575773.0,-13696.843681640625
669.0,1e-05,20.0,1.0,20.0,10.0,204587.0,-55498.085546875
50.0,0.05,20.0,1.0,1500.0,9.0,1000000.0,-821391296.0
450.0,1e-05,708.0,10.0,20.0,9.0,10000.0,-17180.87533203125
559.0,0.031101019810915297,519.0,10.0,20.0,7.0,118378.0,-8403666.0
303.0,0.04148958586906448,264.0,1.0,20.0,8.0,651213.0,-12740.983505859374
403.0,1e-05,92.0,10.0,1500.0,10.0,429913.0,-12048.77873046875
845.0,0.04059733440927099,291.0,1.0,1500.0,10.0,186888.0,-685896320.0
50.0,1e-05,74.0,1.0,1500.0,1.0,10000.0,-11680.94431640625
221.0,1e-05,20.0,10.0,20.0,7.0,425517.0,-31832.129609375
50.0,1e-05,1500.0,1.0,1500.0,5.0,10000.0,-3017.528771972656
50.0,0.03980663893241329,1162.0,1.0,1500.0,3.0,10000.0,-222787.974609375
471.0,0.037264524828837076,586.0,1.0,1500.0,5.0,10000.0,-70632959.44
50.0,1e-05,1058.0,1.0,20.0,1.0,10000.0,-3452.9943920898436
1000.0,1e-05,1500.0,10.0,20.0,10.0,10000.0,-17414.108828125
817.0,1e-05,20.0,9.0,213.0,4.0,10000.0,-49108.5641015625
153.0,0.05,20.0,1.0,1500.0,7.0,449550.0,-1479001728.0
448.0,1e-05,48.0,10.0,20.0,10.0,10000.0,-17804.90400390625
461.0,1e-05,1500.0,10.0,20.0,9.0,139342.0,-17136.3423828125
50.0,1e-05,20.0,1.0,1469.0,5.0,472513.0,-11637.826025390625
662.0,1e-05,20.0,10.0,1500.0,1.0,10000.0,-45328.7967578125
1000.0,1e-05,20.0,1.0,20.0,5.0,10000.0,-62585.48765625
487.0,1e-05,682.0,10.0,20.0,10.0,85416.0,-17823.28041015625
663.0,1e-05,20.0,1.0,20.0,5.0,1000000.0,-67065.38625
702.0,1e-05,20.0,1.0,1086.0,10.0,10000.0,-50757.1885546875
244.0,0.05,141.0,1.0,1500.0,6.0,527362.0,-410336352.0
199.0,1e-05,94.0,7.0,20.0,9.0,1000000.0,-12917.428427734376
1000.0,1e-05,1500.0,10.0,20.0,7.0,288852.0,-18735.73978515625
567.0,1e-05,1500.0,10.0,20.0,8.0,316088.0,-16679.90556640625
711.0,0.0387234831463257,422.0,10.0,20.0,8.0,45680.0,-56662740.0
1000.0,1e-05,20.0,1.0,20.0,6.0,372684.0,-60807.3433203125
672.0,1e-05,425.0,4.0,20.0,2.0,1000000.0,-18399.34451171875
50.0,1e-05,20.0,1.0,20.0,8.0,1000000.0,-12115.3763671875
843.0,1e-05,20.0,1.0,1500.0,1.0,10000.0,-64368.2325
418.0,1e-05,20.0,10.0,20.0,4.0,10000.0,-49275.5884765625
181.0,1e-05,20.0,6.0,20.0,8.0,504696.0,-23511.6759765625
327.0,1e-05,1500.0,10.0,20.0,8.0,1000000.0,-15204.8829296875
1000.0,1e-05,1500.0,10.0,20.0,7.0,1000000.0,-18997.98701171875
149.0,1e-05,20.0,1.0,1417.0,5.0,1000000.0,-13890.33890625
50.0,0.03374889926709762,235.0,1.0,20.0,1.0,141991.0,-11631.6327734375
50.0,1e-05,1500.0,10.0,1500.0,1.0,449200.0,-10445.59685546875
1000.0,0.05,1500.0,10.0,1500.0,5.0,1000000.0,-34306940928.0
1000.0,0.04663582392377843,20.0,1.0,20.0,8.0,441211.0,-14056.117822265625
453.0,0.02030663540701592,20.0,10.0,20.0,10.0,148077.0,-12963.860234375
584.0,0.019957248193046333,90.0,10.0,20.0,10.0,245712.0,-12864.41884765625
55.0,0.035407857803261854,20.0,10.0,20.0,5.0,209953.0,-13718.207734375
195.0,0.0498865431329377,1500.0,10.0,20.0,8.0,841285.0,-2269410816.0
1000.0,0.03969092636753064,20.0,1.0,20.0,1.0,702573.0,-13657.85345703125
627.0,0.02992725712985255,20.0,10.0,922.0,9.0,118363.0,-127073944.0
347.0,0.015027792077220005,1500.0,10.0,1500.0,9.0,10000.0,-1041151232.0
1000.0,0.044303468877719396,20.0,1.0,20.0,8.0,10000.0,-14449.910185546874
734.0,0.05,20.0,1.0,20.0,10.0,1000000.0,-14215.190712890624
611.0,0.04250873522366832,20.0,10.0,1500.0,8.0,138943.0,-157179520.0
773.0,0.05,20.0,2.0,20.0,6.0,10000.0,-14500.898134765624
50.0,0.05,20.0,1.0,1500.0,5.0,652327.0,-196733056.0
152.0,0.03634891314418982,20.0,10.0,20.0,4.0,70133.0,-13729.039892578125
792.0,0.04061914091247318,20.0,1.0,20.0,8.0,903888.0,-13729.392890625
1000.0,0.022165771148131497,1500.0,1.0,20.0,10.0,387723.0,-15688.432666015626
1000.0,0.05,1500.0,1.0,20.0,10.0,83540.0,-381574.166171875
644.0,0.04298163416609827,1500.0,10.0,20.0,7.0,10000.0,-446369955840.0
50.0,0.04178300046993289,1500.0,9.0,1500.0,1.0,600472.0,-4336624640.0
1000.0,0.05,1500.0,1.0,747.0,10.0,366398.0,-78764520.0
1000.0,0.03758383590518217,20.0,10.0,1500.0,1.0,241853.0,-15156.23638671875
