batch_size,lr,num_neurons_pos,num_hidden_layers_pos,num_neurons_neg,num_hidden_layers_neg,pnorm_order,lagrange_smalltozero,lagrange_pnorm,lagrange_base,lagrange_important_sigs,value
448.0,0.0004787616637482,1060.0,5.0,1045.0,2.0,9.0,10.0,69663.52784264644,0.4427607438364019,0.2634733659819245,-0.1486298635601997
309.0,0.0007030138018685,967.0,2.0,418.0,4.0,4.0,0.1,98460.75654513318,0.2923141969144659,0.5455572938047994,-0.0734744317829609
486.0,0.00028151022492,923.0,4.0,803.0,2.0,6.0,9.107614221410184,74515.00229148132,0.4209667718825549,0.01,-0.1380526810884475
92.0,0.0003140294133834,317.0,4.0,439.0,3.0,5.0,0.9104968242664264,52981.932249912425,0.7346043980868986,0.4534895629594945,-0.0568551253527402
100.0,0.001,445.0,6.0,499.0,2.0,6.0,7.928551371817046,27466.50360872053,0.7936421849627018,1.0,-0.0836201727390289
20.0,0.0004296754353049,1103.0,3.0,1028.0,5.0,9.0,10.0,70281.39528475988,0.3405318153478794,0.0279154567524833,-2.0
500.0,0.0008383870702762,1183.0,4.0,1000.0,3.0,9.0,10.0,55207.857987720425,0.4052652091751782,0.4006660860474492,-2.0
483.0,0.0003188169168127,90.0,1.0,510.0,4.0,7.0,4.740599656732402,56396.172974295645,0.0322538378036574,0.01,-0.0540608705952763
500.0,1e-05,1038.0,6.0,338.0,6.0,6.0,3.378373140932204,60091.88242024852,0.01,0.4321201944614489,-1.0579828798770905
417.0,1e-05,403.0,6.0,293.0,3.0,7.0,0.8146342747516634,56368.66166947388,0.4046405219631978,0.01,-0.2353185214102268
20.0,0.0003707687971873,359.0,1.0,402.0,5.0,6.0,5.817137591034158,74810.35467568105,0.3033049656280054,0.6506440662528528,-0.0213870169594883
500.0,0.0009593461847776,594.0,3.0,1092.0,6.0,8.0,4.629610246341164,6460.299599906278,0.4734176639517862,0.01,-0.0944645062088966
43.0,0.0009829549995887,839.0,1.0,448.0,3.0,7.0,0.1232510927240538,38615.7724261043,0.01,0.2379842322692497,-1.0054974496364593
344.0,1e-05,545.0,5.0,219.0,1.0,6.0,0.7567560374459447,46168.34145475677,0.2074290104291776,0.0795103269269637,-0.229469109326601
223.0,0.0004261112986289,133.0,1.0,1200.0,3.0,6.0,6.729535710514485,27436.691881872764,0.7533739337394375,0.5967026742911588,-0.1160558905452489
35.0,0.0005927084960502,94.0,5.0,733.0,2.0,6.0,6.395359373266229,63325.75486005869,0.5352803355476348,0.4831584513585447,-0.0406845772638917
500.0,9.899029575054776e-05,91.0,5.0,1165.0,5.0,9.0,5.419768613092982,72409.08249851121,0.0480760206435706,0.387166916630862,-0.1523388817906379
