batch_size,lr,num_units,num_hidden_layers,value
701.0,0.0033201088725521,103.0,10.0,-7.280702753067016
934.0,7.510472508306856e-05,65.0,5.0,-8.006806039810181
188.0,0.0042005722795906,1202.0,3.0,-7.9490790367126465
937.0,0.0032958134688794,1383.0,9.0,-8.097752571105957
825.0,0.0016018773962996,1137.0,3.0,-0.8010908639431
281.0,5.386727442068476e-05,752.0,3.0,-3.136721520423889
703.0,0.0044257180586891,595.0,4.0,-8.022789001464844
322.0,0.0034332734254208,858.0,10.0,-8.061468124389648
868.0,0.004088446577122,378.0,2.0,-0.8847324007749557
317.0,0.0001410538548045,1488.0,4.0,-1.595131081342697
867.0,0.0017494218796113,798.0,4.0,-1.7995960903167725
982.0,0.0010848124341955,774.0,9.0,-7.22076982498169
664.0,0.0040897414000894,1137.0,8.0,-8.078755378723145
842.0,0.0033424037752261,673.0,8.0,-8.027597784996033
380.0,0.0047859335614679,1405.0,7.0,-8.281442642211914
278.0,0.0002571640804163,369.0,8.0,-6.485227570533753
645.0,0.0023406232862838,1218.0,1.0,-0.5387704658508301
320.0,0.0016349659687884,1241.0,7.0,-8.053446829319
664.0,0.0002141005573967,443.0,1.0,-2.4375911951065063
493.0,0.0044271018588192,1284.0,3.0,-8.124174118041992
367.0,0.004085472654404,295.0,7.0,-7.649397781917027
768.0,0.0012871574337437,514.0,9.0,-7.428583135604859
320.0,0.0027955675668706,1201.0,8.0,-8.06352710723877
924.0,0.0001345610764757,1180.0,8.0,-5.932818036079407
383.0,0.0003479290889332,742.0,8.0,-5.602053956985474
646.0,0.0015643098556139,227.0,4.0,-3.169776816368103
586.0,0.0016346286602589,1406.0,3.0,-0.7764211571216584
994.0,0.0048628867302352,633.0,8.0,-8.061636924743652
57.0,0.000710789353632,1007.0,4.0,-1.0133462625741958
833.0,0.0027709471779934,514.0,4.0,-1.9976351654529567
244.0,0.0014946920509254,1452.0,3.0,-0.7817396736145019
665.0,0.0024377048403524,609.0,5.0,-2.127669380903244
858.0,0.0040062788599745,1337.0,3.0,-1.2453061640262604
97.0,0.000529477517748,1272.0,2.0,-0.5673931217193604
728.0,0.0012858297027452,551.0,3.0,-1.3601108300685882
589.0,3.647364989779652e-05,781.0,9.0,-7.7747333097457885
505.0,0.0019263900365152,866.0,4.0,-1.2708290243148803
253.0,0.0037183353598699,179.0,3.0,-1.8858938753604888
223.0,0.004687694181749,1004.0,2.0,-0.7134663689136506
801.0,0.0046427951082627,197.0,5.0,-3.0389615201950075
710.0,0.0036135363371388,1361.0,9.0,-8.090430736541748
617.0,0.0041083516193934,559.0,3.0,-1.056265949010849
53.0,0.0038063879842301,545.0,5.0,-7.609364032745361
924.0,0.003942810830694,331.0,8.0,-8.05125458487149
975.0,0.0015343902440659,43.0,9.0,-7.703448519706726
405.0,0.0041501472810222,511.0,8.0,-5.50183798789978
866.0,0.0026524121626651,1133.0,7.0,-8.060376167297363
542.0,0.0039767395663489,499.0,3.0,-1.06733607172966
311.0,0.0015353230138853,878.0,5.0,-1.329531193971634
676.0,0.0019012546102599,423.0,5.0,-2.8593249106407166
360.0,0.0012711041671855,811.0,3.0,-0.8419537407159805
636.0,0.0016489699598373,639.0,9.0,-6.841831130981445
881.0,0.0024160776654129,165.0,6.0,-5.311285696029663
457.0,0.0028931135422667,1456.0,3.0,-7.94097261428833
179.0,0.0047476566569464,228.0,4.0,-1.6320988273620605
487.0,0.000430243318422,47.0,4.0,-6.598452906608582
251.0,0.0030257984066696,459.0,2.0,-0.7355164813995362
92.0,0.0027078328474419,771.0,3.0,-0.8604426419734955
567.0,0.0038924574405364,1349.0,3.0,-0.9451624846458436
589.0,0.0030029617975021,1096.0,4.0,-7.954740524291992
456.0,0.0035392033759165,578.0,6.0,-3.8387932538986207
122.0,0.004349784436307,316.0,3.0,-1.3595569479465484
853.0,0.0011142038664168,1433.0,8.0,-8.051536039872603
581.0,0.0046904660557118,1337.0,4.0,-8.126697540283203
990.0,0.0001585226200284,811.0,9.0,-7.005400581359863
293.0,0.0012926783627981,1018.0,6.0,-1.695075843334198
472.0,0.0035098822574809,133.0,6.0,-4.091022567749024
743.0,0.0037889969729048,967.0,5.0,-3.604291658401489
972.0,0.0045782904787847,305.0,2.0,-1.0269700968265534
388.0,0.0046367954382331,834.0,4.0,-1.3636390244960783
747.0,0.0014216698527256,83.0,10.0,-7.615793571472168
777.0,0.0033167872897785,226.0,6.0,-4.856265473365784
974.0,0.0022322027108598,1489.0,7.0,-8.062052726745605
872.0,0.0042532283659828,657.0,2.0,-0.6855353939533234
247.0,3.9242166985374646e-05,1254.0,8.0,-6.281779017448425
219.0,0.0004550899024775,243.0,8.0,-6.272217154502869
851.0,0.0015612854878525,261.0,10.0,-7.493020753860474
526.0,0.0014207670136583,633.0,10.0,-8.051444252332052
740.0,0.0018329803439765,1422.0,2.0,-0.6039710652828216
988.0,0.0041944237530862,881.0,4.0,-2.146894847154617
341.0,0.0025994725442231,867.0,7.0,-8.05537486076355
198.0,0.000418408177111,422.0,8.0,-5.222725839614868
576.0,0.0019971395899625,554.0,4.0,-1.7586486303806306
244.0,0.0039063860088848,140.0,5.0,-2.7235769271850585
453.0,0.0011432244079158,414.0,6.0,-3.1972527074813843
674.0,0.0038229868897885,1277.0,3.0,-7.973526477813721
323.0,0.0031750960446155,1205.0,7.0,-7.982480239868164
715.0,0.003923122358091,885.0,8.0,-8.038468360900879
549.0,0.0008417725203533,784.0,3.0,-1.047173295021057
409.0,0.0005208403219766,770.0,4.0,-1.794260573387146
390.0,8.826470812298409e-05,1493.0,7.0,-4.740691766738892
346.0,0.0024682398149734,793.0,5.0,-1.336915781497955
831.0,0.0012042457224986,958.0,9.0,-7.625736966133117
372.0,0.0017520783090643,969.0,3.0,-0.8062248587608337
989.0,0.0048523048602481,772.0,3.0,-1.2988708233833313
584.0,0.003883700861986,1108.0,9.0,-8.082917213439941
549.0,0.0021410674038283,803.0,8.0,-8.052908062934875
251.0,2.915292270989951e-05,147.0,3.0,-7.345984058380127
229.0,0.0042885846291436,183.0,1.0,-0.750355738401413
149.0,0.0006423681733424,1312.0,8.0,-2.861523735523224
464.0,0.0033230716155573,1325.0,5.0,-8.080863952636719
389.0,0.0022845893542626,156.0,6.0,-4.535709228515625
602.0,0.0015030217942822,96.0,3.0,-4.239157466888428
299.0,0.004226012359688,1253.0,8.0,-8.133247375488281
319.0,0.0044169139832149,650.0,1.0,-0.5703964936733246
380.0,0.0043330508221314,696.0,10.0,-8.063058376312256
682.0,0.001242443134012,101.0,6.0,-6.59132529258728
172.0,0.0026616506083436,1402.0,6.0,-5.974493503570557
919.0,0.0044792422576861,170.0,9.0,-7.668330960273742
222.0,0.0037679508125571,1381.0,3.0,-7.383090496063232
998.0,0.0032681362757338,1211.0,7.0,-8.081645011901855
682.0,0.0010568351713242,436.0,9.0,-7.226645855903626
644.0,0.0007600883303367,121.0,4.0,-5.450801992416382
688.0,0.0017594156210106,877.0,8.0,-8.0499889087677
110.0,0.0025639673370758,1281.0,4.0,-7.958825508753459
861.0,0.0043013229249747,1442.0,5.0,-8.185476303100586
676.0,0.0022235697077742,81.0,2.0,-3.034546809196472
142.0,0.0015250175638148,1206.0,6.0,-8.054017291349524
288.0,0.0038369020355706,1146.0,9.0,-8.08056640625
695.0,0.00460782305816,1203.0,9.0,-8.085208892822266
880.0,0.0015038323225629,279.0,4.0,-3.2459051322937014
912.0,0.0005684610001036,81.0,3.0,-6.000088148117065
53.0,0.0038521208806265,740.0,2.0,-0.8604367119073868
136.0,0.0014363050322177,821.0,8.0,-8.048990154266358
989.0,0.0008422088121574,1207.0,8.0,-8.047544903225369
249.0,0.0026822998550273,1161.0,8.0,-8.06121826171875
785.0,0.0003281083224125,758.0,7.0,-5.276654119491577
198.0,0.0037444719075304,136.0,7.0,-4.345090370178223
995.0,0.0025632898311286,743.0,6.0,-8.041572570800781
640.0,0.0004737166312215,447.0,4.0,-3.18222692489624
325.0,0.0028390032944396,1202.0,6.0,-8.066352844238281
586.0,0.0030148926935679,1355.0,2.0,-0.6106287527084351
587.0,0.0035567631411924,1453.0,4.0,-8.096475601196289
345.0,0.0011638660700549,964.0,3.0,-0.7782269328832626
658.0,0.0032133392905478,1193.0,10.0,-8.059883637861772
699.0,0.0003351076326243,583.0,5.0,-4.121628379821777
326.0,0.0032871124680179,1020.0,3.0,-0.7525300896167755
449.0,0.0015991067557335,1147.0,7.0,-8.052764415740967
416.0,0.0029302070261595,713.0,5.0,-7.892074108123779
495.0,0.0019581453192847,252.0,8.0,-6.0919057512283326
251.0,0.0020581889465216,1321.0,3.0,-0.7905270475149154
401.0,0.004312665918415,464.0,3.0,-1.0952509808540345
257.0,0.0011218375966236,614.0,5.0,-1.9055238437652589
853.0,0.0041459553058048,1124.0,10.0,-8.092174530029297
840.0,0.0030796279425432,555.0,9.0,-6.953493242263794
913.0,0.001789067744443,79.0,8.0,-6.964679112434387
401.0,0.0045553891766353,1395.0,5.0,-8.15616512298584
313.0,0.0046280826254684,276.0,7.0,-4.351455211639404
731.0,0.0001602040131855,854.0,10.0,-7.457531843185425
768.0,0.003867899460049,652.0,9.0,-8.057250499725342
475.0,0.0010049256292921,57.0,2.0,-4.399589982032776
909.0,0.001390925517567,583.0,7.0,-6.375985136032105
645.0,0.0024419371369384,611.0,3.0,-0.9569182914495468
228.0,0.00173438967072,1162.0,3.0,-0.8071318686008453
777.0,0.0025041907399689,570.0,8.0,-7.54497540473938
347.0,0.0039164504960274,1306.0,7.0,-8.115188598632812
185.0,4.717191619179053e-05,650.0,6.0,-6.099879131317139
563.0,0.0023340958547615,598.0,6.0,-3.989039921760559
876.0,0.0021573411072261,777.0,3.0,-0.9620631396770476
754.0,0.0046712174101211,1403.0,4.0,-8.173527717590332
780.0,0.0045090032267499,358.0,7.0,-8.050289154052734
420.0,0.0032275965518194,695.0,5.0,-1.8558746588230133
